City,Country,Population,Area,country population,country area,country density,growth rate,2009 growth rate,2005-2010 growth rate,2010-2015 growth rate,2015-2020 growth rate
Calabar,Nigeria,371000,406.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Enugu,Nigeria,722700,556.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Epe,Nigeria,181400,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Funtua,Nigeria,122500,448.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Garki,Nigeria,152200,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Gashua,Nigeria,109600,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Gboko,Nigeria,166400,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Gbongan,Nigeria,117300,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Gombe,Nigeria,230900,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Gusau,Nigeria,201200,3364.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ibadan,Nigeria,2559900,3080.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ife,Nigeria,509000,1791.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Igboho,Nigeria,115000,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ijebu Ode,Nigeria,186700,192.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ijero,Nigeria,147300,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ikare,Nigeria,160600,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ikeja,Nigeria,313200,49.92,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ikorodu,Nigeria,535600,345.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ikot Ekpene,Nigeria,143100,45.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ila,Nigeria,150700,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ilawe Ekiti,Nigeria,160700,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ilesa,Nigeria,233900,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ilorin,Nigeria,777700,765.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ise Ekiti,Nigeria,167100,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Iseyin,Nigeria,286700,548.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Iwo,Nigeria,191400,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Jalingo,Nigeria,139800,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Jimeta,Nigeria,218400,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Jos,Nigeria,821600,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Kaduna,Nigeria,760100,431.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Katsina,Nigeria,318500,142.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Kano,Nigeria,2828900,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Kisi,Nigeria,130800,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Kukawa,Nigeria,203900,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Lafia,Nigeria,330700,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Lagos,Nigeria,8048400,1171.28,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Lavun,Nigeria,209900,2835.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Maiduguri,Nigeria,543000,105.5,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Makurdi,Nigeria,249000,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Minna,Nigeria,348800,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Mokwa,Nigeria,244900,4338.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Mubi,Nigeria,280000,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Nnewi,Nigeria,391200,200.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Nsukka,Nigeria,309600,2141.08,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Obafemi Owode,Nigeria,228900,1410.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ogbomosho,Nigeria,299500,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Okene,Nigeria,320300,328.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Okigwe,Nigeria,132200,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Okpoko,Nigeria,152900,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ondo City,Nigeria,358400,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Onitsha,Nigeria,261600,52.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Osogbo,Nigeria,156700,47.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Otukpo,Nigeria,136800,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Owerri,Nigeria,401900,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Owo,Nigeria,218900,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Oyo,Nigeria,428800,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Port Harcourt,Nigeria,1005900,369.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Potiskum,Nigeria,205900,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Sagamu,Nigeria,253400,614.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Sapele,Nigeria,151000,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Shaki,Nigeria,150300,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Sokoto,Nigeria,427800,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Suleja,Nigeria,216600,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ugep,Nigeria,187000,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Umuahia,Nigeria,359200,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Uromi,Nigeria,101400,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Uyo,Nigeria,427900,362.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Warri,Nigeria,557400,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Yenagoa,Nigeria,352300,1698.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Yola,Nigeria,392900,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Zaria,Nigeria,695100,563.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Skopje,North Macedonia,536300,571.46,2103330.0,25713.0,82.0,0.11,0.08,0.1,0.08,0.08
Bergen,Norway,265500,464.71,5403021.0,323787.0,17.0,0.79,1.32,1.07,1.25,0.94
Drammen,Norway,110200,137.0,5403021.0,323787.0,17.0,0.79,1.32,1.07,1.25,0.94
Fredrikstad,Norway,117700,293.0,5403021.0,323787.0,17.0,0.79,1.32,1.07,1.25,0.94
Oslo,Norway,1043200,480.0,5403021.0,323787.0,17.0,0.79,1.32,1.07,1.25,0.94
Stavanger,Norway,229900,71.35,5403021.0,323787.0,17.0,0.79,1.32,1.07,1.25,0.94
Trondheim,Norway,191800,321.81,5403021.0,323787.0,17.0,0.79,1.32,1.07,1.25,0.94
Al Buraymi,Oman,104100,,4520471.0,309500.0,15.0,1.8,9.13,3.83,6.45,4.08
Al Mudaybi,Oman,112100,,4520471.0,309500.0,15.0,1.8,9.13,3.83,6.45,4.08
Al Rustaq,Oman,117600,,4520471.0,309500.0,15.0,1.8,9.13,3.83,6.45,4.08
As Seeb,Oman,391300,,4520471.0,309500.0,15.0,1.8,9.13,3.83,6.45,4.08
As Suwayq,Oman,171800,,4520471.0,309500.0,15.0,1.8,9.13,3.83,6.45,4.08
Barka,Oman,137000,,4520471.0,309500.0,15.0,1.8,9.13,3.83,6.45,4.08
Bawshar,Oman,424100,,4520471.0,309500.0,15.0,1.8,9.13,3.83,6.45,4.08
Ibri,Oman,158100,,4520471.0,309500.0,15.0,1.8,9.13,3.83,6.45,4.08
Muscat,Oman,247000,3500.0,4520471.0,309500.0,15.0,1.8,9.13,3.83,6.45,4.08
Mutrah,Oman,249400,35.0,4520471.0,309500.0,15.0,1.8,9.13,3.83,6.45,4.08
Nizwa,Oman,118600,3500.0,4520471.0,309500.0,15.0,1.8,9.13,3.83,6.45,4.08
Saham,Oman,140800,,4520471.0,309500.0,15.0,1.8,9.13,3.83,6.45,4.08
Salalah,Oman,355700,1500.0,4520471.0,309500.0,15.0,1.8,9.13,3.83,6.45,4.08
Sohar,Oman,226300,,4520471.0,309500.0,15.0,1.8,9.13,3.83,6.45,4.08
Sur,Oman,116100,,4520471.0,309500.0,15.0,1.8,9.13,3.83,6.45,4.08
Abbottabad,Pakistan,208000,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Ahmadpur East,Pakistan,133400,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Arifwala,Pakistan,112300,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Attock,Pakistan,146800,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Badin,Pakistan,112400,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Bahawalnagar,Pakistan,160900,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Bahawalpur,Pakistan,762800,246.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Bhakkar,Pakistan,112800,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Bhalwal,Pakistan,132900,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Burewala,Pakistan,232000,1313.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Chakwal,Pakistan,138200,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Chaman,Pakistan,123200,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Charsadda,Pakistan,114600,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Chiniot,Pakistan,278500,161.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Chishtian,Pakistan,149200,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Dadu,Pakistan,171300,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Daska,Pakistan,175400,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Dera Ghazi Khan,Pakistan,397400,70.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Dera Ismail Khan,Pakistan,218000,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Faisalabad,Pakistan,3210200,1330.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Firozwala,Pakistan,141200,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Ghotki,Pakistan,111400,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Gojra,Pakistan,174800,10.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Gujranwala,Pakistan,2028400,240.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Gujranwala Cantonment,Pakistan,136900,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Gujrat,Pakistan,390800,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Hafizabad,Pakistan,245800,38.5,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Harunabad,Pakistan,107700,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Hasilpur,Pakistan,115600,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Hub,Pakistan,177800,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Hyderabad,Pakistan,1733600,650.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Islamabad,Pakistan,1009000,220.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Jacobabad,Pakistan,191100,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Jaranwala,Pakistan,150700,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Jatoi,Pakistan,109500,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Jhang,Pakistan,414300,28.27,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Jhelum,Pakistan,190500,22.5,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Kabal,Pakistan,118000,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Kamalia,Pakistan,135700,486.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Kambar Ali Khan,Pakistan,101000,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Kamoki,Pakistan,248800,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Kandhkot,Pakistan,100900,15.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Karachi,Pakistan,14884400,3530.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Kasur,Pakistan,358300,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Khairpur,Pakistan,183100,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Khanewal,Pakistan,249900,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Khanpur,Pakistan,184400,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Khushab,Pakistan,119400,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Khuzdar,Pakistan,182400,360.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Kohat,Pakistan,228600,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Kot Abdul Malik,Pakistan,143100,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Kot Addu,Pakistan,129900,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Kotri,Pakistan,101100,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Lahore,Pakistan,11120000,1772.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Larkana,Pakistan,488000,82.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Layyah,Pakistan,126100,6291.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Lodhran,Pakistan,117800,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Mandi Bahauddin,Pakistan,198600,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Mansehra,Pakistan,127600,1340.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Mardan,Pakistan,359000,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Mianwali,Pakistan,118900,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Mingawara,Pakistan,331400,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Mirpur Khas,Pakistan,234100,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Multan,Pakistan,1872600,3721.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Muridke,Pakistan,167100,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Murree,Pakistan,157000,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Muzaffargarh,Pakistan,209900,8435.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Narowal,Pakistan,103100,200.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Nawabshah,Pakistan,279300,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Nowshera,Pakistan,120300,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Okara,Pakistan,358100,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Pakpattan,Pakistan,176700,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Peshawar,Pakistan,1969800,215.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Quetta,Pakistan,999400,3501.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Rahimyar Khan,Pakistan,421000,92.71,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Rawalpindi,Pakistan,2097800,479.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Sadiqabad,Pakistan,238300,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Sahiwal,Pakistan,388800,60.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Sambrial,Pakistan,109400,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Samundri,Pakistan,156900,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Sargodha,Pakistan,658200,155.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Shahdadkot,Pakistan,118900,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Sheikhupura,Pakistan,473300,75.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Shikarpur,Pakistan,196200,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Sialkot,Pakistan,656700,3016.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Sukkur,Pakistan,500400,300.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Swabi,Pakistan,123400,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Tando Adam,Pakistan,152000,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Tando Allahyar,Pakistan,162800,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Tando Muhammad Khan,Pakistan,101900,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Taxila,Pakistan,122000,,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Turbat,Pakistan,213800,420.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Umerkot,Pakistan,134200,48.6,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Vehari,Pakistan,145600,20.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Wah Cantonment,Pakistan,379500,58.27,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
Wazirabad,Pakistan,128100,83.0,231402117.0,881913.0,262.0,1.91,2.69,2.05,2.09,1.91
East Jerusalem,Palestine,264900,,5133392.0,6020.0,853.0,,,,,
Gaza,Palestine,583900,,5133392.0,6020.0,853.0,,,,,
Hebron,Palestine,215500,74102.0,5133392.0,6020.0,853.0,,,,,
Jabalya,Palestine,171600,,5133392.0,6020.0,853.0,,,,,
Khan Yunis,Palestine,185300,54560.0,5133392.0,6020.0,853.0,,,,,
Nablus,Palestine,153100,28564.0,5133392.0,6020.0,853.0,,,,,
Rafah,Palestine,164000,,5133392.0,6020.0,853.0,,,,,
Ciudad de Panamá,Panama,472900,275.0,4351267.0,75417.0,58.0,1.51,1.64,1.8,1.71,1.55
San Miguelito,Panama,360100,,4351267.0,75417.0,58.0,1.51,1.64,1.8,1.71,1.55
Port Moresby,Papua New Guinea,364100,240.0,9949437.0,462840.0,21.0,2.31,2.17,2.37,2.16,2.01
Lae,Papua New Guinea,148900,,9949437.0,462840.0,21.0,2.31,2.17,2.37,2.16,2.01
Asunción,Paraguay,521100,117.0,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
Caaguazú,Paraguay,127300,,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
Capiatá,Paraguay,245000,,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
Ciudad del Este,Paraguay,306700,104.0,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
Coronel Oviedo,Paraguay,125800,,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
Encarnación,Paraguay,138600,,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
Fernando de la Mora,Paraguay,183400,,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
Itauguá,Paraguay,115100,122.0,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
Lambaré,Paraguay,185500,26.85,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
Limpio,Paraguay,155500,117.0,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
Luque,Paraguay,286000,220.0,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
Mariano Roque Alonso,Paraguay,107800,,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
Ñemby,Paraguay,148600,,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
Pedro Juan Caballero,Paraguay,123800,,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
Presidente Franco,Paraguay,107700,,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
San Lorenzo,Paraguay,260200,,6703799.0,406752.0,16.0,1.12,1.72,1.38,1.34,1.25
Arequipa,Peru,877500,69.0,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Ayacucho,Peru,184100,2981.37,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Cajamarca,Peru,233400,392.47,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Chiclayo,Peru,606100,174.46,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Chimbote,Peru,374100,,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Chincha Alta,Peru,179800,2988.0,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Cuzco,Peru,434200,385.1,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Huancayo,Peru,368400,319.41,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Huánuco,Peru,177200,,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Huaraz,Peru,130200,370.03,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Ica,Peru,246800,,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Iquitos,Peru,442100,1213.0,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Juliaca,Peru,280800,533.47,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Lima,Peru,10039500,2672.3,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Pisco,Peru,104900,,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Piura,Peru,445400,621.2,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Pucallpa,Peru,211700,,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Puno,Peru,143000,20.28,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Sullana,Peru,203000,488.01,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Tacna,Peru,297500,14766.63,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Tarapoto,Peru,147300,60.8,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Trujillo,Peru,810800,,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Tumbes,Peru,112800,,33715471.0,1285216.0,26.0,0.5,1.25,1.24,1.32,1.2
Angeles City,Philippines,462900,60.27,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Angono,Philippines,130500,26.22,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Antipolo,Philippines,887400,306.1,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Apalit,Philippines,117200,61.47,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Arayat,Philippines,144900,,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Bacolod,Philippines,600800,162.67,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Bacoor,Philippines,664600,46.17,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Bago,Philippines,191200,,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Baguio,Philippines,366400,57.51,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Balanga,Philippines,104200,,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Baliwag,Philippines,168500,45.05,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Batangas City,Philippines,351400,282.96,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Bayambang,Philippines,129000,143.94,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Bayawan,Philippines,122700,699.08,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Baybay,Philippines,111800,459.3,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Bayugan,Philippines,109500,688.77,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Binangonan,Philippines,313600,66.34,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Biñan,Philippines,407400,43.5,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Bocaue,Philippines,141400,31.87,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Bulan,Philippines,105300,,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Bongao,Philippines,116100,365.95,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Cabanatuan,Philippines,327300,192.29,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Cabuyao,Philippines,355300,43.4,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Cadiz,Philippines,158500,12.1,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Cagayan de Oro,Philippines,728400,412.8,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Cainta,Philippines,376900,42.99,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Calamba,Philippines,539700,,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
Calapan,Philippines,145800,250.06,113880328.0,300000.0,380.0,1.58,1.72,1.66,1.64,1.51
